tokens,bio_tags,sentiment_tags
"['the', 'fit', 'is', 'great', 'and', 'i', 'now', 'own', 'four', 'of', 'the', 'colors', 'with', 'plans', 'to', 'get', 'more', '!']","['O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['when', 'i', 'got', 'the', 'cardigan', 'it', 'was', 'really', 'big', 'though', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O']"
"['perfect', 'as', 'a', 'slouchy', ',', 'longer', 'cardi', 'with', 'jeans', 'and', 'a', 'tshirt', ',', 'but', 'it', 'is', 'way', 'to', 'big', 'to', 'wear', 'with', 'dresses', 'and', 'look', 'cute', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'ordered', 'the', 'large', 'the', 'next', 'time', 'around', 'and', 'that', 'fit', 'perfectly', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O']"
"['ran', 'big', 'on', 'me', 'wish', 'i', 'would', 'have', 'sized', 'down', '!']","['O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['the', 'large', 'is', 'more', 'cozy', 'i', 'think', 'and', 'i', 'prefer', 'to', 'wear', 'it', 'unbuttoned', 'because', 'it', 'looks', 'slightly', 'baggy', 'otherwise', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-buttoned', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['they', 'run', 'a', 'little', 'big', 'for', 'me', '.']","['O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O']"
"['a', 'tad', 'long', 'on', 'my', 'short', 'frame', ',', 'of', 'course', ',', 'but', 'nothing', 'terrible', '.']","['O', 'O', 'B-length', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['but', 'i', 'got', 'to', 'say', 'it', 'fits', 'awkwardly', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O']"
"['it', 'is', 'too', 'loose', 'on', 'the', 'shoulders', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-shoulder', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O']"
"['this', 'fit', 'a', 'bit', 'large', ',', 'and', 'was', 'a', 'bit', 'flimsy.undecided', 'so', 'far', '.']","['O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'am', 'petite', 'so', 'i', 'wish', 'this', 'came', 'in', 'a', 'petit', 'cut', 'as', 'it', 'is', 'a', 'little', 'long', 'on', 'me', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-length', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O']"
"['i', 'bought', 'this', 'a', 'bit', 'big', 'but', 'it', 'is', 'a', 'great', 'colour', 'and', 'quality', '.']","['O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'think', 'i', 'ordered', 'this', 'a', 'size', 'too', 'big', 'because', 'there', 'was', 'not', 'a', 'medium', 'in', 'stock', 'and', 'i', 'saw', 'a', 'review', 'that', 'said', 'they', 'ordered', 'up', 'and', 'it', 'was', 'okay', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['almost', 'wish', 'they', 'had', 'an', 'xl', 'available', 'at', 'the', 'time', 'because', 'it', 'is', 'a', 'little', 'big', 'on', 'me', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O']"
"['no', 'big', 'deal', 'though', '!']","['O', 'O', 'O', 'O', 'O']","['O', 'B-negative', 'O', 'O', 'O']"
"['the', 'large', 'is', 'a', 'bit', 'tight', 'across', 'the', 'bust', '(', 'i', 'am', 'pretty', 'busty', ')', ',', 'but', 'i', 'do', 'not', 'think', 'i', 'would', 'want', 'it', 'any', 'bigger', 'in', 'other', 'places', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-chest', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['it', 'only', 'goes', 'down', 'to', 'my', 'waist', 'and', 'the', 'picture', 'made', 'it', 'seem', 'much', 'longer', ',', 'but', 'it', 'is', 'a', 'cute', 'additional', 'to', 'almost', 'any', 'dress', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-length', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['it', 'fits', 'well', 'in', 'the', 'waist', 'but', 'with', 'no', 'gaping', 'buttons', 'at', 'the', 'bust.a', 'good', 'wardrobe', 'staple', '.']","['O', 'O', 'O', 'O', 'O', 'B-waist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-chest', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O']"
"['the', 'sleeves', 'are', 'the', 'perfect', '3/4', 'length', 'and', 'they', 'do', 'not', 'get', 'all', 'stretched', 'out', 'in', 'the', 'elbows', 'like', 'some', 'sweaters', 'do', '.']","['O', 'B-sleeve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['it', 'ends', 'perfectly', 'at', 'my', 'hip', 'and', 'it', 'is', 'the', 'perfect', 'size', '.']","['O', 'O', 'O', 'O', 'O', 'B-length', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O']","['O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O']"
"['the', 'material', 'quality', 'is', 'excellent', ',', 'but', 'i', 'do', 'wish', 'it', 'was', 'slightly', 'longer', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-length_indirect', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O']"
"['while', 'the', 'cardi', 'is', 'roomy', 'when', 'closed', ',', 'it', 'drapes', 'nicely', 'when', 'worn', 'open', ',', 'which', 'is', 'how', 'i', 'wear', 'them', 'the', 'majority', 'of', 'the', 'time', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['it', 'was', 'the', 'perfect', 'fit', 'and', 'the', 'perfect', 'color', '!']","['O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O']"
"['i', 'went', 'up', 'a', 'size', 'because', 'of', 'my', 'chest', 'and', 'it', 'fits', 'perfectly', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O']"
"['perfect', 'length', 'and', 'hangs', 'well', 'on', 'me', '.']","['O', 'B-length', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'have', 'got', 'very', 'broad', 'shoulders', 'so', 'the', 'l', 'was', 'perfect', '.']","['O', 'O', 'O', 'O', 'O', 'B-shoulder', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O']"
"['perfect', 'cardigan', ',', 'i', 'have', 'a', 'long', 'torso', 'so', 'length', 'is', 'always', 'an', 'issue', 'but', 'this', 'is', 'perfect', 'length', 'and', 'nice', 'and', 'light', 'weight', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-length', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O']"
"['fits', 'fantastic', 'over', 'my', 'chest', 'without', 'gaps', 'between', 'buttons', 'trying', 'to', 'hold', 'onto', 'for', 'dear', 'life', 'but', 'still', 'fitted', 'enough', 'on', 'my', 'arms', 'and', 'midsection', 'without', 'being', 'bagging', 'looking', '.']","['O', 'O', 'O', 'O', 'B-chest', 'O', 'O', 'O', 'B-buttoned', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-sleeve', 'O', 'B-waist', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O']"
"['it', 'does', 'not', 'button', 'up', 'well', 'for', 'me', 'but', 'my', 'bust', 'makes', 'things', 'that', 'button', 'very', 'uncomfortable', 'with', 'their', 'place', 'in', 'the', 'world', ',', 'so', 'i', 'generally', 'only', 'button', 'half', 'way', 'or', 'leave', 'it', 'open', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-chest', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'have', 'a', 'large', 'chest', 'and', 'have', 'no', 'problem', 'buttoning', 'it', 'up', '.']","['O', 'O', 'O', 'O', 'B-chest', 'O', 'O', 'O', 'O', 'B-buttoned', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O']"
"['fit', 'gaps', 'at', 'the', 'chest', 'a', 'little', ',', 'but', 'i', 'plan', 'on', 'wearing', 'it', 'open', 'or', 'with', 'just', 'one', 'button', 'closed', 'anyway', '.']","['O', 'O', 'O', 'O', 'B-chest', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'feel', 'like', 'it', 'is', 'on', 'the', 'shorter', 'side', ',', 'but', 'i', 'have', 'a', 'short', 'torso', 'so', 'it', 'works', 'for', 'me', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-length', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['the', 'honey', 'color', 'looks', 'very', 'rich', 'in', 'person', ',', 'and', 'my', 'chest', 'size', 'is', 'small', 'enough', 'that', 'i', 'am', 'able', 'to', 'wear', 'it', 'open', 'or', 'closed', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-chest', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['the', 'three', 'quarter', 'sleeves', 'work', 'especially', 'well', 'for', 'my', 'long', 'arms', ',', 'since', 'i', 'do', 'not', 'have', 'to', 'worry', 'about', 'the', 'sleeves', 'being', 'too', 'short', '.']","['O', 'O', 'O', 'B-sleeve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'bought', 'the', '1x', 'because', 'i', 'have', 'a', 'large', 'bust', 'and', 'cardigans', 'rarely', 'fit', ',', 'but', 'i', 'could', 'have', 'gotten', 'away', 'with', 'just', 'a', 'xl', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-chest', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'ordered', 'up', 'as', 'many', 'of', 'the', 'other', 'reviewers', 'recommended', 'and', 'it', 'fits', 'like', 'a', 'glove', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O']"
"['the', 'color', 'is', 'amazing', 'and', 'the', 'fit', 'is', 'on', 'point', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O']"
"['i', 'am', 'a', 'busty', 'girl', 'and', 'i', 'can', 'button', 'this', 'up', 'with', 'absolutely', 'no', 'gaping', 'in', 'the', 'chest', 'area', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-buttoned', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-chest', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O']"
"['i', 'have', 'a', 'very', 'large', 'chest', 'so', 'i', 'have', 'to', 'size', 'up', 'to', 'xl', 'for', 'it', 'to', 'button', 'properly', 'although', 'i', 'also', 'own', 'other', 'colors', 'in', 'l', 'and', 'they', 'fit', 'fine', 'unbuttoned', '.']","['O', 'O', 'O', 'O', 'O', 'B-chest', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-buttoned', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'have', 'a', 'short', 'torso', 'and', 'this', 'cardi', 'seems', 'a', 'bit', 'long', 'on', 'me', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-length', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O']"
"['i', 'love', 'the', 'color', 'and', 'the', 'fit', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O']"
"['the', 'v', 'at', 'the', 'neckline', 'is', 'the', 'perfect', 'height', ',', 'not', 'too', 'low', '.']","['O', 'O', 'O', 'O', 'B-neck', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['loved', 'the', 'color', 'and', 'fit', 'but', 'the', 'stiching', 'came', 'out', 'of', 'the', 'collar', 'part', 'and', 'split', 'the', 'collar', 'part', 'of', 'the', 'fabric', 'before', 'i', 'even', 'washed', 'it', '.']","['O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'ordered', 'mine', 'in', 'large', 'even', 'though', 'i', 'wear', 'a', 'small', 'because', 'i', 'like', 'my', 'cardigans', 'to', 'be', 'loose', 'fitting', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall_indirect', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-neutral', 'O']"
"['my', 'only', 'complaint', 'is', 'that', 'the', 'sleeves', 'get', 'really', 'loose', 'and', 'worn', 'in', 'quickly', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-sleeve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'ended', 'up', 'getting', 'another', 'one', 'though', 'since', 'it', 'fit', 'so', 'nicely', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O']"
"['i', 'ordered', 's', 'size', 'up', 'and', 'it', 'fit', 'perfectly', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O']"
"['i', 'love', 'the', 'fit', 'and', 'color', '.']","['O', 'O', 'O', 'B-overall', 'O', 'O', 'O']","['O', 'O', 'O', 'B-positive', 'O', 'O', 'O']"
"['i', 'like', 'the', 'fit', 'of', 'these', 'cardigans', 'better', 'than', 'i', 'used', 'to', '(', 'different', 'brand', 'now', ',', 'i', 'think', ')', 'and', 'will', 'probably', 'end', 'up', 'buying', 'a', 'few', 'more', '.']","['O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['the', 'quality', 'is', 'good', 'and', 'it', 'fit', 'perfect', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O']"
"['the', 'fit', 'is', 'perfect', ',', 'the', 'color', 'is', 'beautiful', 'and', 'the', 'quality', 'is', 'excellent', '.']","['O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'like', 'keeping', 'them', 'unbuttoned', ',', 'i', 'am', 'aware', 'that', 'if', 'i', 'try', 'to', 'button', 'it', 'up', 'this', 'size', 'will', 'be', 'too', 'tight', 'for', 'me', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O']"
"['great', 'fit', 'and', 'the', 'sleeves', 'are', 'just', 'right', 'to', 'wear', 'over', 'tanks', 'and', 'dresses', 'in', 'the', 'cooler', 'months', '.']","['O', 'B-overall', 'O', 'O', 'B-sleeve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-positive', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['the', 'fit', 'was', 'like', 'a', 'glove', 'even', 'though', 'i', 'am', 'petite', 'in', 'my', 'arm', 'length', '.']","['O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['perfect', '3/4', 'sleeve', 'cardigan', '!']","['O', 'O', 'B-sleeve', 'O', 'O']","['O', 'O', 'B-positive', 'O', 'O']"
"['i', 'would', 'not', 'have', 'minded', 'trying', 'a', '3x', 'to', 'see', 'if', 'it', 'was', 'less', 'snug', 'in', 'my', 'arms', 'but', 'looked', 'perfect', 'with', 'my', 'dress', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-sleeve_indirect', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'thought', 'when', 'i', 'bought', 'them', 'they', 'would', 'be', 'full', 'sleeve', 'but', 'they', 'are', '3/4', 'on', 'my', 'arms', 'which', 'is', 'fine', 'considering', 'i', 'always', 'roll', 'up', 'my', 'sleeves', 'anyway', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-sleeve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-neutral', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['fits', 'great', ',', 'can', 'button', 'up', ',', 'just', 'do', 'the', 'top', 'button', ',', 'or', 'keep', 'open', '.']","['B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['the', 'color', 'is', 'true', 'to', 'picture', 'and', 'the', 'fit', 'is', 'great', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O']"
